Index	A1	A2	A3	A4	A5	A6	A7	A8	B1	B2	B3	B4	B5	B6	B7	B8	C1	C2	C3	C4	C5	C6	C7	C8
MEDN0753	54200	43500	32900	28600	39200	84900	39600	58000	33900	62200	37900	34300	34600	49900	70200	27100	28100	37200	65400	49900	49800	28400	42900	52000
MEDN0754	801000	711000	717000	944000	1040000	1310000	442000	1170000	950000	1820000	632000	926000	519000	934000	544000	776000	449000	846000	797000	711000	763000	399000	952000	1000000
MEDN0755	54200	43500	32900	28600	39200	84900	39600	58000	33900	62200	37900	34300	34600	49900	70200	27100	28100	37200	65400	49900	49800	28400	42900	52000
MEDN0756	14400000	7130000	7210000	4430000	8100000	24500000	6500000	15400000	11600000	17400000	12900000	9730000	6870000	7680000	7410000	8150000	4770000	10300000	8730000	5460000	8080000	5810000	8950000	9270000
MEDN0757	54200	43500	32900	28600	39200	84900	39600	58000	33900	62200	37900	34300	34600	49900	70200	27100	28100	37200	65400	49900	49800	28400	42900	52000
MEDN0758	1180000	698000	405000	368000	567000	1890000	633000	985000	849000	1160000	1110000	591000	474000	678000	970000	469000	279000	489000	988000	481000	744000	351000	587000	384000
MEDN0759	214000	184000	56700	58900	98000	965000	107000	229000	223000	382000	225000	164000	81000	76800	148000	88600	25000	90000	144000	41900	76900	73900	81900	37900
MEDN0760	1170000	853000	404000	403000	685000	3050000	465000	697000	1150000	1800000	1340000	1090000	480000	633000	721000	640000	203000	545000	799000	299000	467000	361000	541000	366000
MEDN0763	1170000	853000	404000	403000	685000	3050000	465000	697000	1150000	1800000	1340000	1090000	480000	633000	721000	640000	203000	545000	799000	299000	467000	361000	541000	366000
MEDN0765	7210000	9990000	9890000	11400000	11400000	7460000	8460000	5870000	10700000	13700000	3760000	13800000	6910000	12700000	11100000	12700000	10300000	9460000	8520000	7140000	11700000	8780000	9600000	21100000
MEDN0767	295000	321000	298000	308000	174000	304000	155000	328000	304000	302000	291000	312000	304000	298000	297000	295000	296000	301000	290000	287000	274000	278000	291000	265000
MEDN0769	22200000	12600000	13600000	9510000	14900000	28700000	10000000	22300000	21100000	25100000	22100000	18100000	11700000	15100000	13400000	12400000	11000000	17200000	15900000	10300000	15400000	9350000	16200000	17700000
MEDN0771	182000	113000	82500	142000	113000	244000	120000	153000	111000	176000	190000	131000	89500	172000	150000	116000	75400	106000	151000	149000	120000	109000	129000	131000
MEDN0772	74600	30100	24400	28000	28300	71800	39800	44500	37800	44100	40600	29300	34600	43300	51800	23400	23500	32200	51600	49700	43800	26200	37100	30400
MEDN0776	20900	25000	32000	21300	31200	25900	19000	16200	27700	45800	14100	30500	15500	51400	49700	27600	44500	41700	41000	14200	44800	25600	31500	97400
MEDN0778	22800	9900	8220	5110	9880	26100	7790	10000	10800	20000	17900	9480	8420	14300	16100	8800	5140	9960	14300	12900	12100	7000	12300	6530
MEDN0779	308000	233000	391000	274000	339000	248000	192000	292000	268000	287000	147000	385000	195000	513000	665000	271000	588000	382000	502000	304000	415000	345000	399000	955000
MEDN0780	26600	13800	17000	14900	14500	25200	10900	12200	19700	20000	19500	20200	15000	37500	31900	14700	24500	24300	31000	20800	25400	15700	30100	41600
MEDN0781	8320	10900	17300	5650	16000	10700	5970	5880	13800	14200	4470	13900	13100	19400	20400	17700	26400	22300	25200	13400	14600	13300	17400	26400
MEDN0782	20100	14200	11800	8940	12900	23400	11900	15600	14400	20200	19400	14900	13500	23200	19400	12500	14000	18900	18000	20000	21400	8090	19600	16500
MEDN0783	295000	321000	298000	308000	174000	304000	155000	328000	304000	302000	291000	312000	304000	298000	297000	295000	296000	301000	290000	287000	274000	278000	291000	265000
MEDN0784	9	684000	851000	714000	341000	248000	767000	241000	269000	335000	706000	316000	288000	337000	935000	352000	516000	336000	375000	9	342000	444000	269000	462000
MEDN0785	677000	704000	945000	569000	835000	924000	350000	420000	688000	961000	481000	975000	427000	959000	940000	936000	954000	999000	951000	433000	917000	676000	861000	1690000
MEDN0789	21600	13100	23100	15100	16500	13300	12400	9410	17500	19500	18200	19700	13500	28400	23200	21800	28100	38500	25000	11900	28100	21600	18500	35500
MEDN0790	2320000	3390000	4310000	2480000	3670000	3150000	1790000	1430000	2820000	2800000	1800000	3260000	1420000	3120000	2450000	3030000	3030000	3530000	2570000	1540000	3870000	2380000	2820000	4910000
MEDN0791	24900	24400	29500	49300	55000	52000	36600	42600	39900	75500	29200	86100	42500	46800	42700	62300	38600	47100	33800	31800	57000	22500	30300	68600
MEDN0792	24900	24400	29500	49300	55000	52000	36600	42600	39900	75500	29200	86100	42500	46800	42700	62300	38600	47100	33800	31800	57000	22500	30300	68600
MEDN0793	232000	152000	119000	141000	155000	209000	145000	107000	139000	206000	116000	157000	151000	337000	326000	167000	268000	234000	336000	188000	297000	190000	236000	57700
MEDN0795	24400	20400	22100	20400	15500	17900	11600	13800	23800	17700	15500	14900	9080	32200	14800	13700	28700	22000	31500	11700	19300	22200	40600	53700
MEDN0797	5000	15200	9150	5290	6110	4630	6540	3210	10600	3330	6650	5830	4940	6870	8190	8400	8260	6980	5530	6440	18300	7480	7180	25200
MEDN0802	2320000	3390000	4310000	2480000	3670000	3150000	1790000	1430000	2820000	2800000	1800000	3260000	1420000	3120000	2450000	3030000	3030000	3530000	2570000	1540000	3870000	2380000	2820000	4910000
MEDN0851	379000	295000	324000	225000	300000	360000	390000	402000	238000	747000	340000	318000	337000	143000	282000	570000	114000	111000	188000	192000	316000	106000	146000	248000
MEDN1009	11900	2940000	4450000	1530000	3350000	3590000	1450000	2510000	2980000	4100000	2780000	3800000	1630000	2640000	2670000	2690000	2850000	2810000	2530000	1280000	3130000	1230000	1600000	5090000
MEDN1022	610000	670000	910000	510000	899000	945000	488000	751000	1130000	1120000	1100000	988000	330000	420000	349000	550000	459000	389000	385000	243000	723000	260000	383000	844000
MEDN1035	3100000	3160000	3100000	2960000	3130000	3040000	3110000	3120000	3000000	2970000	3130000	2980000	3080000	3390000	3720000	3120000	3490000	3040000	3460000	3160000	3360000	3250000	3060000	3830000
MEDN1039	81700	154000	199000	65500	203000	201000	48700	122000	188000	173000	117000	187000	63600	142000	108000	91900	132000	121000	108000	57600	112000	51300	53200	281000
MEDN1041	122000	154000	231000	137000	147000	155000	135000	141000	165000	166000	84300	150000	209000	186000	189000	166000	242000	121000	176000	172000	182000	203000	163000	230000
MEDN1045	486000	12000	120000	147000	102000	13800	16500	61500	61000	132000	166000	612000	122000	164000	35400	129000	201000	81700	107000	262000	146000	102000	395000	651000
MEDN1052	53200	45500	37000	60400	65000	57900	91300	41000	48100	65300	59900	54200	19900	22700	29400	19400	22200	27800	24900	23800	25500	22300	20500	41200
MEDN1057	59000	64400	53700	83000	68800	52700	101000	92300	72200	81900	73900	63300	105000	98400	83500	138000	97000	58600	80100	92900	115000	35900	160000	85400
MEDN1064	23100	9400	7410	9330	9120	37400	12100	11400	13800	43300	20300	18200	8080	8030	5410	10100	2530	8920	2890	5410	6860	4380	6630	8120
MEDN1069	1090000	1340000	410000	674000	509000	1670000	951000	1550000	765000	1150000	948000	615000	549000	461000	643000	375000	210000	450000	871000	819000	576000	508000	599000	286000
MEDN1078	10500	8250	9860	7530	7370	7200	10100	7840	4970	11500	7520	8420	12600	12100	7880	14100	13900	8270	9250	6490	8550	12700	5010	17400
MEDN1079	831000	626000	534000	616000	647000	874000	626000	708000	765000	791000	823000	585000	568000	522000	574000	514000	498000	493000	567000	565000	731000	544000	695000	439000
MEDN1081	54600	54800	57900	65100	67500	62000	55700	50600	54800	42100	60600	54700	62800	59800	62400	52600	62600	58600	57000	62200	57500	57000	50400	55100
MEDN1087	2900000	3180000	2470000	3030000	2290000	2260000	3700000	3180000	3180000	3010000	3160000	4040000	1480000	1250000	1460000	944000	1150000	1200000	1080000	1580000	2730000	2280000	2350000	2110000
MEDN1092	3060000	1030000	2070000	2290000	1690000	1730000	780000	1870000	1770000	1580000	3190000	2540000	945000	1390000	228000	889000	438000	400000	688000	1820000	1510000	555000	2080000	1510000
MEDN1098	56900	50100	80800	51100	52100	40300	47300	39200	43500	37700	40700	47100	50300	81200	89600	50500	92200	72800	68400	59800	55000	65700	53900	90800
MEDN1112	195000	170000	177000	142000	198000	144000	190000	201000	161000	125000	207000	201000	277000	233000	197000	150000	194000	227000	170000	179000	207000	140000	143000	185000
MEDN1125	826000	809000	757000	713000	911000	853000	699000	725000	803000	830000	801000	879000	712000	812000	760000	661000	615000	687000	785000	687000	598000	624000	655000	663000
MEDN1134	35300	26800	33000	27900	27500	33800	35200	17600	19800	23900	25800	26900	30000	47900	52600	21100	43100	40700	55900	34200	38200	35500	36400	45400
MEDN1135	69200	94600	121000	115000	77500	81200	97500	121000	86800	83600	68500	98400	94700	87300	105000	72900	67900	93900	78300	104000	86400	85000	99900	83300
MEDN1145	452000	473000	461000	439000	410000	441000	443000	412000	413000	440000	422000	398000	450000	429000	397000	395000	377000	398000	420000	432000	417000	459000	413000	430000
MEDN1146	36500	51800	63500	100000	22200	19800	14700	49200	47800	50200	195000	83900	13500	3640	8270	19600	3320	6060	8970	5490	5460	16800	7200	6200
MEDN1148	195000	170000	177000	142000	198000	144000	190000	201000	161000	125000	207000	201000	277000	233000	197000	150000	194000	227000	170000	179000	207000	140000	143000	185000
MEDN1155	12800	24900	24600	2050	19900	31500	10700	8390	16400	33400	19000	21800	15400	18800	17700	18300	12300	20400	24000	5220	19500	6570	8390	30000
MEDN1156	94900	77400	71400	72900	81000	97600	80600	81700	75200	98500	95700	70800	69900	72000	71600	87400	47200	68800	71200	82700	94100	72800	84700	63500
MEDN1159	110000	56600	48800	49300	64600	47100	54700	46900	61900	67600	47400	169000	42200	46500	92500	72000	63500	69100	45200	48200	41700	48100	58800	68200
MEDN1181	5570	15300	15800	5020	17900	16900	4150	11500	15400	15200	14300	18000	7380	12200	10900	10200	14500	12400	12700	4610	16300	6230	4220	23700
MEDN1183	43200	44600	39900	44000	40800	40200	47300	34000	44000	43800	44500	38600	48300	43500	40500	49800	39300	41500	44300	44900	39600	39700	42700	37700
MEDN1213	82600	66900	67300	107000	106000	107000	118000	208000	242000	115000	288000	245000	42400	45200	43500	114000	27600	52800	14200	75400	76100	22800	25500	64700
MEDN1221	785000	718000	1230000	823000	1030000	3210000	1590000	708000	1990000	1510000	1650000	2540000	3140000	4170000	7190000	3580000	3740000	11600000	5020000	2290000	6180000	4010000	2470000	7230000
MEDN1224	842000	1640000	2120000	1440000	1710000	1230000	1540000	871000	1170000	2540000	1460000	1620000	789000	459000	534000	1190000	655000	978000	1330000	471000	502000	1260000	797000	768000
MEDN1226	475000	366000	398000	280000	544000	554000	702000	627000	688000	815000	653000	528000	394000	344000	425000	490000	399000	448000	420000	328000	561000	446000	428000	677000
MEDN1227	53900	28200	56000	59600	36400	50700	53700	52300	50000	60200	47200	44600	53400	53900	32500	47600	86600	50200	62300	50300	61800	59400	63700	51800
MEDN1235	50100	25700	36500	44400	41000	50800	33600	41400	44100	54200	28400	41400	57400	42600	45700	57400	36500	67700	39900	37400	32400	53300	34300	34300
MEDN1239	3650000	1660000	1290000	1340000	2540000	2000000	3260000	1460000	2190000	1780000	1550000	1430000	2690000	5070000	2860000	1870000	3490000	2420000	6020000	1740000	2420000	1240000	2390000	6470000
MEDN1241	24800000	19100000	19900000	19200000	9770000	12300000	14800000	12300000	22400000	9850000	22300000	21400000	25300000	34600000	30700000	24300000	32300000	36900000	34600000	27800000	25500000	35100000	42700000	27000000
MEDN1246	745000	247000	134000	511000	418000	248000	621000	270000	253000	361000	240000	288000	268000	74500	30500	580000	54400	27400	55700	298000	303000	416000	473000	87500
MEDN1259	15000	11300	14400	12000	11600	15200	19400	17000	12400	10300	16900	9660	9010	7870	11500	11600	9310	9570	9120	15800	11000	15400	12000	10400
MEDN1264	773000	989000	1360000	1390000	2170000	1260000	1050000	1380000	1330000	1690000	1530000	2130000	1780000	620000	769000	1950000	594000	996000	722000	830000	778000	1020000	626000	550000
MEDN1265	773000	989000	1360000	1390000	2170000	1260000	1050000	1380000	1330000	1690000	1530000	2130000	1780000	620000	769000	1950000	594000	996000	722000	830000	778000	1020000	626000	550000
MEDN1267	1860000	1560000	2360000	4220000	3270000	1870000	1850000	2420000	2540000	3430000	4930000	3810000	3040000	1350000	1810000	3490000	964000	1880000	1160000	1690000	1480000	2060000	1770000	1260000
MEDN1268	1860000	1560000	2360000	4220000	3270000	1870000	1850000	2420000	2540000	3430000	4930000	3810000	3040000	1350000	1810000	3490000	964000	1880000	1160000	1690000	1480000	2060000	1770000	1260000
MEDN1269	5130000	6380000	7910000	12800000	7810000	7170000	6700000	10300000	7880000	10300000	13500000	8510000	9590000	4870000	5350000	9540000	2940000	6310000	4610000	6540000	5220000	6280000	4420000	2780000
MEDN1270	5130000	6380000	7910000	12800000	7810000	7170000	6700000	10300000	7880000	10300000	13500000	8510000	9590000	4870000	5350000	9540000	2940000	6310000	4610000	6540000	5220000	6280000	4420000	2780000
MEDN1271	2300000	2980000	1500000	1810000	1620000	798000	783000	1580000	1280000	1650000	2070000	4840000	1490000	1290000	2960000	5420000	1150000	1880000	1520000	1260000	1490000	1610000	2570000	1130000
MEDN1272	2300000	2980000	1500000	1810000	1620000	798000	783000	1580000	1280000	1650000	2070000	4840000	1490000	1290000	2960000	5420000	1150000	1880000	1520000	1260000	1490000	1610000	2570000	1130000
MEDN1273	152000	148000	287000	274000	336000	133000	154000	208000	234000	280000	268000	407000	316000	192000	327000	458000	146000	179000	122000	197000	183000	220000	178000	134000
MEDN1274	152000	148000	287000	274000	336000	133000	154000	208000	234000	280000	268000	407000	316000	192000	327000	458000	146000	179000	122000	197000	183000	220000	178000	134000
MEDN1276	2620000	3280000	4640000	5240000	4130000	2480000	4000000	3540000	4270000	5050000	8530000	4440000	4920000	2790000	2780000	7230000	1680000	4200000	2500000	3410000	2280000	3970000	2550000	1600000
MEDN1277	378000	530000	833000	747000	667000	435000	652000	822000	570000	642000	720000	558000	1200000	433000	486000	1190000	281000	668000	347000	683000	388000	652000	359000	212000
MEDN1278	378000	530000	833000	747000	667000	435000	652000	822000	570000	642000	720000	558000	1200000	433000	486000	1190000	281000	668000	347000	683000	388000	652000	359000	212000
MEDN1282	278000	326000	335000	357000	372000	218000	312000	423000	337000	381000	475000	422000	632000	359000	469000	610000	314000	315000	481000	519000	418000	523000	318000	302000
MEDN1283	47100	334000	483000	238000	312000	294000	314000	516000	268000	386000	312000	236000	595000	166000	260000	545000	192000	287000	533000	634000	313000	397000	170000	122000
MEDN1284	47100	334000	483000	238000	312000	294000	314000	516000	268000	386000	312000	236000	595000	166000	260000	545000	192000	287000	533000	634000	313000	397000	170000	122000
MEDN1285	2790000	2340000	3910000	3660000	3570000	3020000	2340000	4890000	2810000	3890000	5480000	4170000	4540000	1820000	2590000	3160000	2130000	3280000	2360000	2600000	2150000	2660000	1950000	1270000
MEDN1287	347000	1640000	810000	866000	1760000	1530000	934000	780000	698000	1110000	556000	702000	4170000	3100000	3300000	2450000	1090000	12300000	695000	2400000	1600000	4860000	1470000	816000
MEDN1302	54300	42700	32000	51000	61700	38200	41900	39400	70900	36700	70200	61500	72300	114000	180000	66700	115000	85900	102000	169000	144000	74000	130000	128000
MEDN1311	10200	9310	9460	7700	5000	6170	8060	5900	5370	10700	8980	13100	11200	9700	8160	9690	6440	8670	10500	10700	11100	12400	5850	12100
MEDN1314	145000	162000	172000	154000	119000	122000	127000	163000	177000	227000	224000	269000	78800	80400	61200	83000	66100	113000	76300	95900	60500	88800	91800	207000
MEDN1315	9	8560	5220	8090	13300	12000	9370	17800	5220	10600	8430	8380	12800	12100	21600	10000	12800	10200	7320	6990	13200	4120	6110	18200
MEDN1394	81500	48200	49600	27700	38300	96800	79000	69500	38700	93900	46400	63300	72400	41700	90300	108000	54600	38700	92800	50500	65200	18900	39300	84500
MEDN1406	455000	473000	422000	454000	433000	454000	469000	479000	458000	483000	486000	479000	533000	474000	466000	473000	506000	524000	468000	507000	497000	582000	495000	487000
MEDN1410	10200	8140	9010	8050	9090	11500	7860	9060	7620	14200	12900	11900	7460	7010	6400	13200	6500	9080	4830	6720	9400	5530	6560	12800
MEDN1413	115000	109000	119000	75800	119000	129000	79900	107000	103000	106000	98600	68500	131000	129000	128000	110000	123000	113000	99600	133000	124000	70600	106000	140000
MEDN1415	28900	18600	16700	12900	12600	20700	25900	26000	20800	9970	9940	13100	12200	36500	74200	24900	42800	24500	73300	26800	65000	56500	32500	68200
MEDN1416	95200	336000	138000	94300	262000	343000	378000	222000	183000	197000	82200	129000	130000	155000	218000	255000	159000	219000	314000	165000	234000	145000	100000	139000
MEDN1417	191000	261000	381000	425000	261000	174000	336000	78100	383000	446000	630000	448000	426000	104000	169000	284000	188000	136000	192000	216000	171000	188000	147000	76300
MEDN1418	191000	261000	381000	425000	261000	174000	336000	78100	383000	446000	630000	448000	426000	104000	169000	284000	188000	136000	192000	216000	171000	188000	147000	76300
MEDN1419	541000	281000	271000	402000	278000	463000	265000	483000	413000	585000	509000	482000	249000	203000	134000	370000	157000	279000	176000	342000	247000	297000	487000	247000
MEDN1420	24400	20400	3760	8360	12000	5500	11100	12100	16800	4850	4540	5130	11400	7540	8960	10600	15200	6570	7850	20100	13600	19200	20700	7070
MEDN1421	1760000	1390000	872000	944000	1180000	2730000	867000	922000	1070000	2140000	1640000	1650000	851000	1160000	1220000	1200000	726000	963000	1060000	527000	1220000	745000	1130000	1070000
MEDN1422	308000	233000	391000	274000	339000	248000	192000	292000	268000	287000	147000	385000	195000	513000	665000	271000	588000	382000	502000	304000	415000	345000	399000	955000
MEDN1423	308000	233000	391000	274000	339000	248000	192000	292000	268000	287000	147000	385000	195000	513000	665000	271000	588000	382000	502000	304000	415000	345000	399000	955000
MEDN1425	13000	14700	11600	11100	8720	7160	8960	5050	10400	9740	6660	9050	11000	13300	8910	12800	14600	10300	15800	13600	13800	16000	10500	10900
MEDN1426	5260000	5330000	5330000	4960000	4950000	5270000	5300000	4990000	5270000	4880000	5540000	5070000	5080000	5270000	5120000	5200000	5330000	5490000	5420000	5120000	5510000	5370000	5320000	5360000
MEDN1427	154000	186000	190000	172000	175000	31000	104000	86300	146000	119000	84100	134000	90000	172000	103000	230000	135000	123000	101000	191000	211000	208000	268000	153000
MEDN1428	33100	22400	20900	29300	23600	33700	24400	23100	19700	26500	33800	33500	16200	39100	28300	21900	32700	28700	21800	13800	24800	28100	11100	34500
MEDN1429	25500	33400	50900	18200	52900	42300	22600	13900	30200	50200	17300	26500	21100	18900	25500	52500	17800	46700	17400	14000	27500	19400	17500	35900
MEDN1431	33000	30700	31600	30900	27500	21000	28000	21900	24000	22600	19800	27700	24800	35600	38500	34200	49600	44100	32200	28700	37200	36200	35900	69300
MEDN1432	9	9	16700	9	13000	20800	11500	9	14600	14100	16700	15100	7950	15800	9140	9	9340	9	11600	8160	9000	12400	10200	13500
MEDN1433	74800	65900	63800	32100	42400	84600	23400	50000	64300	96700	64700	73400	33500	102000	65400	59600	63600	74800	107000	33600	68200	47100	73600	139000
MEDN1434	74800	65900	63800	32100	42400	84600	23400	50000	64300	96700	64700	73400	33500	102000	65400	59600	63600	74800	107000	33600	68200	47100	73600	139000
MEDN1437	33000	30700	31600	30900	27500	21000	28000	21900	24000	22600	19800	27700	24800	35600	38500	34200	49600	44100	32200	28700	37200	36200	35900	69300
MEDN1438	84300	62900	132000	105000	53100	33100	57800	61800	52300	55700	31900	74200	83900	100000	114000	102000	98100	56300	101000	93100	107000	102000	102000	170000
MEDN1439	84300	62900	132000	105000	53100	33100	57800	61800	52300	55700	31900	74200	83900	100000	114000	102000	98100	56300	101000	93100	107000	102000	102000	170000
MEDN1440	3790000	3260000	2520000	4060000	3230000	4140000	3150000	3120000	4140000	5350000	1980000	4460000	2460000	2830000	2360000	3930000	1930000	2210000	2270000	2410000	3660000	1840000	3250000	3940000
MEDN1441	2830000	2560000	1390000	1260000	1810000	3880000	2420000	1810000	1800000	2550000	1860000	1910000	1600000	1740000	2520000	1960000	1380000	1440000	2130000	1360000	2420000	1530000	1960000	1610000
MEDN1442	242000	165000	124000	80700	178000	421000	141000	164000	185000	245000	195000	136000	110000	201000	265000	140000	102000	142000	270000	127000	213000	94800	174000	155000
MEDN1443	8940000	7170000	5760000	7760000	6830000	9160000	6290000	7650000	9010000	11600000	6550000	8760000	5210000	7360000	5540000	7750000	4190000	5470000	5630000	4740000	7480000	4210000	7760000	7300000
MEDN1444	206000	131000	105000	69900	119000	258000	125000	158000	167000	191000	163000	113000	87900	165000	178000	99200	104000	102000	200000	107000	178000	80400	158000	127000
MEDN1445	255000	142000	94000	75500	146000	305000	117000	194000	179000	190000	163000	124000	99100	168000	245000	119000	94900	129000	248000	123000	205000	83200	190000	121000
MEDN1446	795000	723000	1290000	807000	920000	456000	453000	573000	794000	942000	498000	1040000	812000	1240000	1530000	728000	2030000	1210000	1000000	578000	1270000	1110000	966000	2960000
MEDN1447	795000	723000	1290000	807000	920000	456000	453000	573000	794000	942000	498000	1040000	812000	1240000	1530000	728000	2030000	1210000	1000000	578000	1270000	1110000	966000	2960000
MEDN1448	47100	42700	18900	22400	36300	92400	33100	51100	43000	62800	58600	39200	27400	29100	46400	25500	18900	27900	61200	33600	46200	19900	34800	23700
MEDN1450	16600	15400	13900	6760	9970	10400	16600	20900	11400	11700	11000	11100	9110	31200	29900	19300	17200	10600	28700	14500	18200	16900	14100	10000
MEDN1452	127000	104000	93800	88800	120000	192000	133000	96200	105000	139000	134000	194000	96600	186000	224000	140000	165000	179000	419000	130000	229000	114000	148000	173000
MEDN1457	15800	12600	9	23900	17300	29100	10800	10800	7160	12800	17400	15900	19700	37900	23500	9260	14000	31000	29200	23200	19600	11600	14500	26700
MEDN1458	40500	22500	24500	29400	37600	65300	47100	49700	39100	69500	124000	67100	50500	11900	32800	27500	29800	38100	35400	30200	50800	14900	21700	47400
MEDN1460	15800	12600	9	23900	17300	29100	10800	10800	7160	12800	17400	15900	19700	37900	23500	9260	14000	31000	29200	23200	19600	11600	14500	26700
MEDN1461	113000	96500	204000	188000	62600	56500	66100	53600	130000	131000	52400	220000	56000	93900	97400	104000	112000	61200	74600	77200	94100	136000	109000	237000
MEDN1462	28000	13200	14100	19700	17000	28500	22700	21100	14300	27500	30300	34100	14100	17300	9	25300	22400	9	20400	15600	15400	12100	5620	19800
MEDN1471	36500	51800	63500	100000	22200	19800	14700	49200	47800	50200	195000	83900	13500	3640	8270	19600	3320	6060	8970	5490	5460	16800	7200	6200
MEDN1472	25400	22900	13000	20000	14900	15700	23100	27100	11000	21600	14000	33600	7090	1310	4310	3530	1600	4530	2050	5630	1910	10900	7030	4360
MEDN1473	41500	47000	54400	116000	26800	27000	17900	66800	53300	52000	208000	86500	13700	4550	9870	21400	3230	5380	7920	8050	5770	16500	10500	10000
MEDN1475	490000	607000	675000	544000	620000	606000	615000	475000	545000	732000	595000	685000	562000	393000	442000	703000	519000	648000	678000	355000	408000	656000	522000	764000
MEDN1480	55500	28200	19100	29700	18500	57300	38200	27000	32700	111000	68200	53400	11500	10200	10700	23000	4010	11900	7180	5520	12600	4390	14100	8770
MEDN1484	5390000	5490000	5040000	5800000	5080000	5010000	5180000	5380000	5440000	5840000	5440000	5630000	4790000	4640000	4870000	5650000	5390000	5230000	5740000	5290000	4800000	5560000	5120000	4670000
MEDN1485	2760000	3300000	5270000	5320000	3910000	2530000	4420000	3730000	4160000	5320000	8060000	4720000	5300000	2750000	2830000	8140000	1720000	4250000	2500000	3220000	2240000	4120000	2570000	1620000
MEDN1492	288000	374000	608000	188000	438000	454000	189000	306000	383000	532000	363000	526000	208000	331000	350000	346000	405000	370000	314000	175000	399000	162000	202000	679000
MEDN1510	34000	19000	28600	22200	24400	19400	26400	34900	26500	15600	17300	26500	24900	27500	21400	21300	24000	21400	30200	20400	26900	31900	29600	34200
MEDN1527	764000	1040000	991000	1100000	997000	862000	1320000	899000	1100000	952000	1110000	897000	1560000	1040000	938000	1680000	1220000	1560000	1770000	1200000	1090000	1600000	1310000	1160000
MEDN1533	175000	200000	151000	164000	152000	170000	108000	66900	65300	102000	73700	93500	44200	62600	51700	48500	54000	82000	53400	53800	41600	45900	41100	49500
MEDN1562	109000	113000	119000	142000	120000	114000	127000	125000	109000	130000	117000	103000	123000	116000	114000	125000	108000	134000	144000	151000	109000	127000	116000	120000
MEDN1566	34900	35700	30900	35500	38500	31500	32700	32600	45700	44200	38800	40200	30700	42600	33500	31900	35300	25200	40600	28500	34900	34400	28200	48100
MEDN1589	87900	86500	102000	79500	114000	97300	107000	102000	87800	86900	92800	105000	101000	111000	87300	110000	103000	124000	103000	104000	97700	111000	87200	100000
MEDN1597	1290000	1180000	674000	588000	587000	1600000	640000	569000	729000	559000	769000	383000	1190000	2110000	1820000	1220000	1280000	1370000	2170000	1310000	2410000	1300000	1470000	1370000
MEDN1600	191000	261000	381000	425000	261000	174000	336000	78100	383000	446000	630000	448000	426000	104000	169000	284000	188000	136000	192000	216000	171000	188000	147000	76300
MEDN1602	166000	110000	200000	162000	726000	6320000	603000	216000	160000	1420000	404000	212000	268000	358000	643000	1080000	548000	556000	720000	369000	1010000	228000	279000	775000
MEDN1604	127000	141000	143000	141000	157000	141000	142000	150000	138000	156000	159000	159000	137000	135000	129000	128000	137000	136000	134000	154000	145000	129000	134000	127000
MEDN1606	24100	21000	26800	21400	31300	49000	21500	35900	22500	39300	22000	14100	46800	24400	83100	31100	36300	31000	30500	23900	46400	20300	14700	50800
MEDN1608	13700	8080	5500	9190	3240	2570	8380	6240	9680	6450	10100	7390	5520	7710	14900	5160	7280	7350	5670	1760	4440	3810	6700	5400
MEDN1612	67700	24600	25500	24900	20200	41000	51800	34500	31000	38700	31800	44400	35400	34800	66800	32600	79900	39500	59800	14100	129000	20800	29500	51100
MEDN1613	41600	97900	39300	39500	36800	83800	92900	47400	51500	117000	72200	43800	36100	62900	42600	97400	28100	71800	32700	24300	60300	89800	51200	59800
MEDN1615	37500	41700	50700	56900	58900	41500	56900	23600	38900	25700	28900	43300	54000	47700	44700	46900	70900	82900	62000	73500	50000	92200	76700	67300
MEDN1621	1100000	224000	257000	584000	386000	398000	1440000	406000	200000	588000	280000	440000	288000	43200	54500	768000	62500	31300	23600	516000	468000	694000	719000	47400
MEDN1628	54900	62600	56000	64600	59700	102000	34800	74100	61400	69200	64700	69500	121000	85800	129000	79300	93100	45600	84400	73700	98500	53900	47500	82100
MEDN1631	1180	2330	2260	2170	4800	4310	3740	2820	2820	2340	3220	3150	1830	9	1410	1510	1500	1310	1890	436	2210	5710	2830	2740
MEDN1639	116000	67200	43000	57300	85400	103000	77800	63300	73500	87300	51000	88700	41300	46300	41300	53400	34200	48300	44800	29500	90100	24300	65900	88200
MEDN1643	177000	216000	245000	365000	242000	120000	229000	276000	211000	199000	280000	252000	264000	131000	125000	202000	112000	200000	141000	222000	118000	177000	89300	92100
MEDN1652	87600	97400	152000	128000	110000	122000	79100	72500	68600	99700	79000	88800	75300	55500	71300	68900	65300	62000	67900	44700	36000	55900	45000	80200
MEDN1653	5160	6430	14100	5790	7820	5460	7740	5420	5880	20400	4480	9140	5760	4340	10700	8470	4740	9200	11400	5940	8960	9510	6730	15000
MEDN1656	50400	32600	28100	28900	66900	49200	61600	42400	52200	49300	64400	53800	37900	35400	25100	51900	35100	10900	33100	47200	60600	56500	38300	18600
MEDN1686	3810000	2260000	3590000	2530000	2440000	3020000	3390000	3200000	3070000	3220000	3080000	3500000	3240000	2490000	2960000	2890000	2980000	3480000	2670000	2530000	2520000	2820000	2630000	3020000
MEDN1690	105000	83600	71600	51100	26600	71300	102000	86700	83700	60700	94200	64600	73800	62900	66600	80500	45400	65500	78600	47800	93400	104000	73500	87900
